transcript,gene,ref_transcript
MSTRG.78557.10,AK3,ENST00000381809
MSTRG.78655.3,TMEM261,ENST00000358227
MSTRG.78819.2,ZDHHC21,ENST00000380916
MSTRG.78819.7,ZDHHC21,ENST00000380916
MSTRG.78878.2,RRAGA,ENST00000380527
MSTRG.78878.3,RRAGA,ENST00000380527
MSTRG.79291.63,APTX,ENST00000309615
MSTRG.79319.1,DCAF12,ENST00000361264
MSTRG.79369.1,AQP3,ENST00000297991
MSTRG.79369.3,AQP3,ENST00000297991
MSTRG.79369.4,AQP3,ENST00000297991
MSTRG.79417.1,ARHGEF39,ENST00000378387
MSTRG.79873.16,CBWD3,ENST00000611426
MSTRG.79900.2,RGP1,ENST00000378078
MSTRG.79958.10,ZFAND5,ENST00000237937
MSTRG.80247.5,UBQLN1,ENST00000376395
MSTRG.80254.6,C9orf64,ENST00000376344
MSTRG.80289.33,HNRNPK,ENST00000376281
MSTRG.80289.44,HNRNPK,ENST00000376281
MSTRG.8031.13,CAMK1D,ENST00000619168
MSTRG.8031.7,CAMK1D,ENST00000619168
MSTRG.80383.14,SPIN1,ENST00000375859
MSTRG.8039.2,NUDT5,ENST00000491614
MSTRG.80444.6,SYK,ENST00000375754
MSTRG.80523.2,CENPP,ENST00000375576
MSTRG.80523.5,CENPP,ENST00000375587
MSTRG.80523.6,CENPP,ENST00000375587
MSTRG.80531.13,BICD2,ENST00000356884
MSTRG.80549.8,BARX1,ENST00000401724
MSTRG.80688.18,TRMO,ENST00000375117
MSTRG.80693.1,NCBP1,ENST00000375147
MSTRG.80693.2,NCBP1,ENST00000375147
MSTRG.80703.18,ANP32B,ENST00000339399
MSTRG.80703.22,ANP32B,ENST00000339399
MSTRG.80708.2,TRIM14,ENST00000342043
MSTRG.80722.5,TGFBR1,ENST00000374994
MSTRG.80791.9,MRPL50,ENST00000374865
MSTRG.80799.2,TMEM246,ENST00000374847
MSTRG.808.2,ZBTB40,ENST00000404138
MSTRG.80913.9,RAD23B,ENST00000358015
MSTRG.80991.4,TXN,ENST00000374517
MSTRG.80991.5,TXN,ENST00000374517
MSTRG.80991.6,TXN,ENST00000374517
MSTRG.80991.7,TXN,ENST00000374517
MSTRG.80991.8,TXN,ENST00000374517
MSTRG.80991.9,TXN,ENST00000374517
MSTRG.81073.1,ALAD,ENST00000409155
MSTRG.81073.6,ALAD,ENST00000409155
MSTRG.81092.28,RGS3,ENST00000342620
MSTRG.81104.3,PTGR1,ENST00000407693
MSTRG.81107.8,GNG10,ENST00000374293
MSTRG.81134.11,AKNA,ENST00000374088
MSTRG.81246.5,RBM18,ENST00000417201
MSTRG.81320.30,RABEPK,ENST00000628863
MSTRG.81359.10,GOLGA1,ENST00000373555
MSTRG.81416.2,FAM129B,ENST00000373312
MSTRG.81416.4,FAM129B,ENST00000373312
MSTRG.81442.59,ST6GALNAC4,ENST00000335791
MSTRG.81444.6,TRUB2,ENST00000372890
MSTRG.81444.8,TRUB2,ENST00000372890
MSTRG.81495.21,PTPA,ENST00000358994
MSTRG.81495.22,PTPA,ENST00000358994
MSTRG.81495.44,PTPA,ENST00000423100
MSTRG.81495.45,PTPA,ENST00000337738
MSTRG.81495.53,PTPA,ENST00000423100
MSTRG.81495.58,PTPA,ENST00000414510
MSTRG.81495.62,PTPA,ENST00000414510
MSTRG.81495.64,PTPA,ENST00000414510
MSTRG.81495.66,PTPA,ENST00000435132
MSTRG.81539.1,GPR107,ENST00000372410
MSTRG.81539.5,GPR107,ENST00000372406
MSTRG.81541.13,ASS1,ENST00000372393
MSTRG.81541.25,ASS1,ENST00000372393
MSTRG.81541.30,ASS1,ENST00000372393
MSTRG.81541.34,ASS1,ENST00000372393
MSTRG.81547.75,ODF2,ENST00000351030
MSTRG.81547.76,ODF2,ENST00000393527
MSTRG.81555.19,SET,ENST00000322030
MSTRG.81555.7,SET,ENST00000322030
MSTRG.81582.10,FAM78A,ENST00000372271
MSTRG.81598.9,C9orf114,ENST00000361256
MSTRG.81681.12,REXO4,ENST00000371942
MSTRG.81770.10,C9orf69,ENST00000561457
MSTRG.81824.13,FBXW5,ENST00000325285
MSTRG.82074.21,PLCXD1,ENST00000381657
MSTRG.82074.27,PLCXD1,ENST00000381657
MSTRG.82134.15,SLC25A6,ENST00000381401
MSTRG.82136.3,P2RY8,ENST00000381297
MSTRG.82283.20,NSMF,ENST00000371472
MSTRG.82344.2,PRPS2,ENST00000380668
MSTRG.8237.1,PLXDC2,ENST00000377252
MSTRG.82489.4,SYAP1,ENST00000380155
MSTRG.82489.9,SYAP1,ENST00000380155
MSTRG.82507.17,RBBP7,ENST00000380087
MSTRG.82507.9,RBBP7,ENST00000380087
MSTRG.82553.6,PDHA1,ENST00000379806
MSTRG.82590.11,SMS,ENST00000404933
MSTRG.82711.17,ACOT9,ENST00000336430
MSTRG.82711.18,ACOT9,ENST00000379303
MSTRG.82711.29,ACOT9,ENST00000379303
MSTRG.82711.30,ACOT9,ENST00000379303
MSTRG.82711.32,ACOT9,ENST00000336430
MSTRG.82711.35,ACOT9,ENST00000379303
MSTRG.82711.40,ACOT9,ENST00000379303
MSTRG.82711.41,ACOT9,ENST00000379303
MSTRG.82711.44,ACOT9,ENST00000336430
MSTRG.82711.48,ACOT9,ENST00000379303
MSTRG.82711.52,ACOT9,ENST00000379303
MSTRG.83130.50,UBA1,ENST00000335972
MSTRG.83153.55,CDK16,ENST00000357227
MSTRG.83210.9,SLC38A5,ENST00000595796
MSTRG.83249.42,PLP2,ENST00000376327
MSTRG.83253.2,SYP,ENST00000263233
MSTRG.83329.19,MAGED1,ENST00000326587
MSTRG.83329.26,MAGED1,ENST00000375695
MSTRG.83329.32,MAGED1,ENST00000375695
MSTRG.83510.16,SPIN3,ENST00000374919
MSTRG.83673.3,AR,ENST00000612452
MSTRG.83686.9,YIPF6,ENST00000462683
MSTRG.83726.2,EFNB1,ENST00000204961
MSTRG.83726.6,EFNB1,ENST00000204961
MSTRG.83760.9,DLG3,ENST00000374355
MSTRG.83770.7,PDZD11,ENST00000239666
MSTRG.83778.11,SNX12,ENST00000374274
MSTRG.83778.16,SNX12,ENST00000374274
MSTRG.83778.17,SNX12,ENST00000374274
MSTRG.83778.7,SNX12,ENST00000622259
MSTRG.83778.8,SNX12,ENST00000374274
MSTRG.83787.2,ZMYM3,ENST00000314425
MSTRG.83788.26,NONO,ENST00000276079
MSTRG.83788.27,NONO,ENST00000373856
MSTRG.83986.1,MAGT1,ENST00000358075
MSTRG.840.10,TCEA3,ENST00000450454
MSTRG.8417.1,RAB18,ENST00000621805
MSTRG.84363.28,ARMCX4,ENST00000354842
MSTRG.84363.32,ARMCX4,ENST00000354842
MSTRG.84363.40,ARMCX4,ENST00000354842
MSTRG.84434.4,MORF4L2,ENST00000422154
MSTRG.84434.9,MORF4L2,ENST00000451301
MSTRG.84483.3,FAM199X,ENST00000493442
MSTRG.84483.5,FAM199X,ENST00000493442
MSTRG.84527.2,PRPS1,ENST00000372435
MSTRG.84527.3,PRPS1,ENST00000372418
MSTRG.84527.4,PRPS1,ENST00000372435
MSTRG.84687.19,PLS3,ENST00000355899
MSTRG.84687.7,PLS3,ENST00000355899
MSTRG.84824.13,LAMP2,ENST00000371335
MSTRG.8494.59,WAC,ENST00000439676
MSTRG.84985.1,TEX13C,ENST00000632600
MSTRG.85153.8,ZDHHC9,ENST00000357166
MSTRG.85300.4,FAM127B,ENST00000370775
MSTRG.85397.4,LDOC1,ENST00000370526
MSTRG.85397.5,LDOC1,ENST00000460721
MSTRG.85577.32,RBMX,ENST00000568578
MSTRG.85625.3,MAGEA9,ENST00000243314
MSTRG.85730.7,BGN,ENST00000331595
MSTRG.85730.8,BGN,ENST00000331595
MSTRG.85748.3,IRAK1,ENST00000369980
MSTRG.85766.13,ATP6AP1,ENST00000369762
MSTRG.85774.6,EMD,ENST00000369842
MSTRG.85781.17,FAM3A,ENST00000621967
MSTRG.85781.2,FAM3A,ENST00000621967
MSTRG.85781.3,FAM3A,ENST00000322269
MSTRG.85781.4,FAM3A,ENST00000322269
MSTRG.85781.5,FAM3A,ENST00000322269
MSTRG.85886.14,SLC6A8,ENST00000253122
MSTRG.85886.24,SLC6A8,ENST00000253122
MSTRG.85888.3,BCAP31,ENST00000345046
MSTRG.85888.4,BCAP31,ENST00000345046
MSTRG.8606.3,KIF5B,ENST00000302418
MSTRG.863.3,LYPLA2,ENST00000374514
MSTRG.86328.3,EIF1AY,ENST00000361365
MSTRG.86390.2,AC012005.1,ENST00000624575
MSTRG.865.4,HMGCL,ENST00000235958
MSTRG.8650.5,CCNY,ENST00000265375
MSTRG.8698.103,ITGB1,ENST00000302278
MSTRG.876.13,SRSF10,ENST00000338597
MSTRG.876.22,SRSF10,ENST00000338597
MSTRG.876.5,SRSF10,ENST00000338597
MSTRG.8825.8,RET,ENST00000355710
MSTRG.8941.4,C10orf10,ENST00000298295
MSTRG.9029.15,ANXA8,ENST00000585281
MSTRG.911.8,NCMAP,ENST00000374392
MSTRG.9119.3,CSTF2T,ENST00000331173
MSTRG.9327.4,PARG,ENST00000614063
MSTRG.9339.1,ADO,ENST00000373783
MSTRG.9520.6,H2AFY2,ENST00000373255
MSTRG.9521.57,SAR1A,ENST00000373236
MSTRG.9521.59,SAR1A,ENST00000373242
MSTRG.9547.16,SGPL1,ENST00000373202
MSTRG.9556.4,DDIT4,ENST00000307365
MSTRG.9653.32,VDAC2,ENST00000313132
MSTRG.9804.4,ZCCHC24,ENST00000372336
MSTRG.9816.25,FAM213A,ENST00000606162
MSTRG.9819.1,ANXA11,ENST00000265447
MSTRG.9819.13,ANXA11,ENST00000265447
MSTRG.9819.25,ANXA11,ENST00000265447
MSTRG.9819.55,ANXA11,ENST00000422982
MSTRG.983.23,STMN1,ENST00000357865
MSTRG.983.28,STMN1,ENST00000455785
MSTRG.9872.2,GHITM,ENST00000372134
MSTRG.9896.13,TSPAN14,ENST00000429989
MSTRG.9896.16,TSPAN14,ENST00000265450
MSTRG.9896.22,TSPAN14,ENST00000265450
MSTRG.9896.23,TSPAN14,ENST00000265450
MSTRG.9896.24,TSPAN14,ENST00000265450
MSTRG.9896.5,TSPAN14,ENST00000429989
MSTRG.9896.7,TSPAN14,ENST00000429989
MSTRG.997.1,LIN28A,ENST00000326279
MSTRG.999.54,HMGN2,ENST00000361427
