transcript,gene
ENST00000321374,CCDC33
ENST00000321757,MAT2B
ENST00000321998,COQ7
ENST00000322019,TM6SF1
ENST00000322048,ROGDI
ENST00000322176,DNPEP
ENST00000322266,MAPK3
ENST00000322269,FAM3A
ENST00000322272,TNFSF12
ENST00000322275,KLHL7
ENST00000322347,COX5A
ENST00000322487,ZNF726
ENST00000322635,CAMK2G
ENST00000322680,CAMK2G
ENST00000322910,ACADVL
ENST00000322953,BANK1
ENST00000322985,PODXL
ENST00000323037,ZNRF2
ENST00000323130,TMEM67
ENST00000323205,GCAT
ENST00000323329,SLC14A2
ENST00000323599,KMT5B
ENST00000323661,GRIA2
ENST00000323662,WDR97
ENST00000323668,TCOF1
ENST00000323735,ARMC10
ENST00000323829,SH3TC2
ENST00000323871,PXN
ENST00000323981,TAF1D
ENST00000324041,KLK4
ENST00000324058,C4orf50
ENST00000324096,MAP1S
ENST00000324155,TH
ENST00000324196,MBNL1
ENST00000324210,MBNL1
ENST00000324229,CALCB
ENST00000324288,CIITA
ENST00000324340,DDX39A
ENST00000324554,USHBP1
ENST00000324570,ATF7IP2
ENST00000324662,CD19
ENST00000324666,FAM193A
ENST00000324695,TRPM8
ENST00000324696,ASCC3
ENST00000324823,ZNF185
ENST00000324849,VPS37A
ENST00000324863,FCAMR
ENST00000324873,NUPR1
ENST00000324913,CHCHD5
ENST00000324987,PSMG4
ENST00000325094,TMEM33
ENST00000325134,ZNF550
ENST00000325250,MAGEB18
ENST00000325285,FBXW5
ENST00000325321,KLK2
ENST00000325346,STARD5
ENST00000325385,DIS3L2
ENST00000325577,RAD1
ENST00000325674,CAST
ENST00000325680,YLPM1
ENST00000325686,LACC1
ENST00000325723,CYP4F8
ENST00000325748,PRKRA
ENST00000325823,PDXDC1
ENST00000325881,SNX22
ENST00000325960,CLEC2D
ENST00000325997,IQCE
ENST00000326003,KLK3
ENST00000326009,DCAF11
ENST00000326016,ARHGEF4
ENST00000326044,ZNF561
ENST00000326053,C11orf16
ENST00000326132,RNF185
ENST00000326232,SLC37A3
ENST00000326298,CCNC
ENST00000326351,CCDC53
ENST00000326413,RIIAD1
ENST00000326529,COX6B2
ENST00000326571,GPR139
ENST00000326587,MAGED1
ENST00000326648,ZNF609
ENST00000326665,ERICH3
ENST00000326715,VWDE
ENST00000326873,STK11
ENST00000327220,FAM9B
ENST00000327238,MMS19
ENST00000327283,PTPN2
ENST00000327305,NETO1
ENST00000327351,CCDC107
ENST00000327495,PSG3
ENST00000327569,ATP11C
ENST00000327590,FOXP1
ENST00000327705,BTNL9
ENST00000327739,ACSM6
ENST00000327753,ADGRF4
ENST00000327787,FAAP100
ENST00000327794,DNAH14
ENST00000327812,DOLPP1
ENST00000327858,FBLN1
ENST00000327877,CXorf38
ENST00000328118,FMNL1
ENST00000328189,VTCN1
ENST00000328195,PROSC
ENST00000328313,ENPP7
ENST00000328403,BTBD9
ENST00000328449,C1QTNF8
ENST00000328453,GATS
ENST00000328457,PLCXD3
ENST00000328550,ZNF571
ENST00000328655,PRSS55
ENST00000328705,CAPS2
ENST00000328839,PPP4R4
ENST00000328923,SHMT2
ENST00000328963,P2RX7
ENST00000329078,SPNS2
ENST00000329092,RPL35A
ENST00000329101,NFATC1
ENST00000329197,OGFOD3
ENST00000329214,CCDC137
ENST00000329281,BLZF1
ENST00000329309,NUPR2
ENST00000329314,TRIM61
ENST00000329509,PSG2
ENST00000329524,NFATC3
ENST00000329608,CSF1
ENST00000329620,WBP2NL
ENST00000329819,MRPL11
ENST00000330022,SETD2
ENST00000330045,BRCC3
ENST00000330123,ZNF616
ENST00000330149,TRAPPC6B
ENST00000330168,RP1-130H16.18
ENST00000330233,CRIP1
ENST00000330317,WDR4
ENST00000330479,KMT5A
ENST00000330701,ZFP41
ENST00000330736,ANKRD11
ENST00000330752,HNRNPA1
ENST00000330796,PRMT3
ENST00000330854,SUGP2
ENST00000331040,NRXN1
ENST00000331057,C16orf52
ENST00000331070,BPY2
ENST00000331079,PRMT3
ENST00000331163,PDGFB
ENST00000331200,DUT
ENST00000331289,ASCL2
ENST00000331444,DGCR6
ENST00000331479,SMDT1
ENST00000331495,FMNL1
ENST00000331559,MEIS3
ENST00000331573,PSMG1
ENST00000331683,SPAG16
ENST00000331808,DEXI
ENST00000331835,SEP15
ENST00000331920,PTCH1
ENST00000332131,SETD4
ENST00000332351,WT1
ENST00000332397,SPDYE3
ENST00000332439,CYB5D1
ENST00000332441,EP400NL
ENST00000332468,RNF215
ENST00000332614,NXF5
ENST00000332830,PHF12
ENST00000332968,RPL17-C18orf32
ENST00000333001,CMTM1
ENST00000333010,JAKMIP2
ENST00000333047,MAD2L1
ENST00000333083,PP2D1
ENST00000333137,SMTN
ENST00000333202,TM2D3
ENST00000333360,SELE
ENST00000333418,POLR2F
ENST00000333447,PPFIA2
ENST00000333511,BSG
ENST00000333634,SH3BGR
ENST00000333725,TCF12
ENST00000333750,CRACR2A
ENST00000333781,WRB
ENST00000333811,UGT3A1
ENST00000333877,NELFA
ENST00000333916,CAAP1
ENST00000333990,POLR1B
ENST00000333995,FAM9C
ENST00000334036,DMRTC1B
ENST00000334075,ZNF197
ENST00000334095,ZNF761
ENST00000334186,PPFIA3
ENST00000334223,DNAJB14
ENST00000334271,AP1S3
ENST00000334293,CELF5
ENST00000334383,QRFPR
ENST00000334451,CEP41
ENST00000334454,PSMB5
ENST00000334461,C17orf58
ENST00000334462,TMEM150A
ENST00000334530,REEP4
ENST00000334538,POFUT2
ENST00000334553,KLC1
ENST00000334567,TMEM212
ENST00000334586,ZACN
ENST00000334635,DCUN1D4
ENST00000334725,AP4S1
ENST00000334744,PRELID2
ENST00000334810,ADGRD2
ENST00000334841,CMC1
ENST00000334869,LGMN
ENST00000334884,KMT2E
ENST00000334919,CELF4
ENST00000334961,NF2
ENST00000334976,EMC10
ENST00000334979,SCGN
ENST00000335025,PPIL2
ENST00000335125,DHRS4L2
ENST00000335195,POLM
ENST00000335272,PITPNB
ENST00000335286,FAM170A
ENST00000335289,SESTD1
ENST00000335312,PIP5K1C
ENST00000335325,ZNRF1
ENST00000335352,C6orf1
ENST00000335430,ST3GAL3
ENST00000335438,ARL13B
ENST00000335473,MYO18B
ENST00000335515,PRICKLE4
ENST00000335574,HM13
ENST00000335621,CFAP73
ENST00000335666,GPR142
ENST00000335756,CENPA
ENST00000335760,APOBEC3B
ENST00000335798,UBE2E2
ENST00000335870,ZNF212
ENST00000335950,RP11-14J7.7
ENST00000336066,PANK2
ENST00000336092,TNNI1
ENST00000336111,OGFOD1
ENST00000336152,HTR7
ENST00000336199,AKT3
ENST00000336216,HMG20A
ENST00000336338,SPAG17
ENST00000336430,ACOT9
ENST00000336440,ZFP36L1
ENST00000336452,EIF5A
ENST00000336458,EIF5A
ENST00000336655,TMEM217
ENST00000336685,PLSCR2
ENST00000336761,DAZAP1
ENST00000336777,SSX2
ENST00000336815,CAPS2
ENST00000336838,CCDC88A
ENST00000336915,SKAP1
ENST00000336990,PRELID3A
ENST00000337003,USMG5
ENST00000337004,PTDSS1
ENST00000337018,SUGP2
ENST00000337057,EPB41L2
ENST00000337273,TNPO1
ENST00000337323,CRYGN
ENST00000337335,C1orf145
ENST00000337351,LUC7L
ENST00000337432,RAD51C
ENST00000337502,SSX2
ENST00000337665,ARHGEF1
ENST00000337750,GHRHR
ENST00000337827,GALNT16
ENST00000337975,KLHL25
ENST00000337979,STX3
ENST00000337994,TSPAN16
ENST00000338104,TTC8
ENST00000338134,KPTN
ENST00000338163,RBM39
ENST00000338167,APLP2
ENST00000338176,RAB28
ENST00000338252,CAST
ENST00000338327,SNURF
ENST00000338372,VSTM1
ENST00000338399,CDK5RAP3
ENST00000338542,DYNLRB2
ENST00000338581,OTOF
ENST00000338588,FAM180A
ENST00000338608,PPP1R32
ENST00000338660,VWA1
ENST00000338733,TBCCD1
ENST00000338748,SCNN1A
ENST00000338754,TPST2
ENST00000338785,DYRK1A
ENST00000338876,HSFY1
ENST00000338916,SYT3
ENST00000338948,CUZD1
ENST00000338970,RPL14
ENST00000339046,TSPAN32
ENST00000339077,KLHL7
ENST00000339105,CLYBL
ENST00000339154,NUDT6
ENST00000339251,MUC4
ENST00000339275,OASL
ENST00000339290,MYB
ENST00000339350,DFFB
ENST00000339365,SEC24C
ENST00000339416,DOCK9
ENST00000339507,PRMT7
ENST00000339524,RNF17
ENST00000339594,BAZ1B
ENST00000339618,ALDH3A2
ENST00000339643,ENSA
ENST00000339686,DMKN
ENST00000339733,SLC7A8
ENST00000339772,GLB1L2
ENST00000339788,DAB2
ENST00000339809,ICA1
ENST00000339841,ELSPBP1
ENST00000339843,CYP3A5
ENST00000339847,CLEC17A
ENST00000339914,ZNF493
ENST00000339942,ENY2
ENST00000339946,WFDC2
ENST00000340011,SPAM1
ENST00000340030,FASLG
ENST00000340147,C5orf47
ENST00000340239,SERHL2
ENST00000340291,SPAG8
ENST00000340308,SLC37A3
ENST00000340326,SH2D6
ENST00000340437,CPSF7
ENST00000340537,FAM86B1
ENST00000340545,MEIS2
ENST00000340595,SLC4A4
ENST00000340624,SHBG
ENST00000340645,GOLGB1
ENST00000340647,BRCC3
ENST00000340722,TCL1B
ENST00000340827,TERB2
ENST00000340828,CCNG1
ENST00000340849,RHCE
ENST00000340888,PNCK
ENST00000340913,HNRNPA1
ENST00000340923,FBLN1
ENST00000340951,EXD3
ENST00000341040,LCN10
ENST00000341041,SYCP2L
ENST00000341049,CAV1
ENST00000341124,POPDC2
ENST00000341154,SRSF10
ENST00000341170,TSTD2
ENST00000341179,DNM1
ENST00000341183,MKNK1
ENST00000341206,LCN6
ENST00000341280,IL17REL
ENST00000341310,GLI2
ENST00000341385,DFFB
ENST00000341403,UBXN8
ENST00000341455,CCDC66
ENST00000341462,FGFR1
ENST00000341495,TREML4
ENST00000341505,CBLC
ENST00000341533,NAPEPLD
ENST00000341617,GRM8
ENST00000341633,CLUAP1
ENST00000341656,SPDYE2
ENST00000341685,MYL1
ENST00000341694,DCTN3
ENST00000341712,MPRIP
ENST00000341757,SCIN
ENST00000341843,CRHR2
ENST00000341918,CXCL17
ENST00000341926,CAST
ENST00000341928,EPB41L3
ENST00000341952,CCDC62
ENST00000342043,TRIM14
ENST00000342048,RXFP1
ENST00000342075,PMS1
ENST00000342111,BID
ENST00000342114,OBP2A
ENST00000342219,ISM2
ENST00000342222,IKBKB
ENST00000342232,JPH1
ENST00000342287,PBX3
ENST00000342355,DCDC1
ENST00000342392,DIABLO
ENST00000342407,INSIG1
ENST00000342412,BIRC7
ENST00000342437,NR3C2
ENST00000342444,ASCC1
ENST00000342499,CYP3A43
ENST00000342506,C2orf66
ENST00000342550,IL1RAP
ENST00000342607,TMEM120B
ENST00000342666,CAMK2D
ENST00000342677,FUT8
ENST00000342680,C19orf12
ENST00000342690,RBM38
ENST00000342725,EBF4
ENST00000342820,PAQR3
ENST00000342873,WFDC2
ENST00000342902,MICAL2
ENST00000342933,EPB41L3
ENST00000342951,PSG5
ENST00000342983,RAP2C
ENST00000343067,EPB41
ENST00000343105,NEMP2
ENST00000343106,UBE2D3
ENST00000343125,CD300LF
ENST00000343139,HLA-DQA1
ENST00000343161,INTS8
ENST00000343217,DUSP28
ENST00000343255,SRSF10
ENST00000343281,N4BP2L1
ENST00000343358,FAM98C
ENST00000343484,TCEA2
ENST00000343518,POTEH
ENST00000343524,ATG4A
ENST00000343544,THNSL2
ENST00000343736,TSPOAP1
ENST00000343811,MROH8
ENST00000343827,TCF12
ENST00000343844,FOLH1
ENST00000343882,FOXO3
ENST00000343894,ELK1
ENST00000343898,IL18BP
ENST00000343968,MS4A4A
ENST00000344079,LRRC27
ENST00000344087,NPIPA7
ENST00000344103,SIRPG
ENST00000344222,ZNF550
ENST00000344255,FGF8
ENST00000344271,STX2
ENST00000344288,ESR2
ENST00000344376,ATG4B
ENST00000344404,TRIOBP
ENST00000344413,NPFFR2
ENST00000344461,TMEM234
ENST00000344526,PRR27
ENST00000344550,CEACAM3
ENST00000344627,SGCA
ENST00000344640,ZNF365
ENST00000344680,RTN2
ENST00000344700,RPS10
ENST00000344773,BRE
ENST00000344785,RBM38
ENST00000344825,KLRD1
ENST00000344839,BSPH1
ENST00000344861,ZDHHC7
ENST00000344865,ASPSCR1
ENST00000344931,CD6
ENST00000344954,FLI1
ENST00000344989,SRSF10
ENST00000344995,LAT2
ENST00000345070,GOLGA6L2
ENST00000345084,MRPS5
ENST00000345114,MLXIPL
ENST00000345254,SEC24C
ENST00000345317,SKAP2
ENST00000345330,NPTN
ENST00000345348,TM7SF2
ENST00000345517,ACTG2
ENST00000345598,APLP2
ENST00000345721,PAM
ENST00000345739,ATF2
ENST00000345795,CASC4
ENST00000346333,FAM86C1
ENST00000346403,SNRPN
ENST00000346693,CD99L2
ENST00000346714,FGF8
ENST00000346834,SLC4A5
ENST00000346916,BSG
ENST00000346990,CAMK2B
ENST00000347162,KLC4
ENST00000347193,CAMK2B
ENST00000347197,CRHR1
ENST00000347370,UBE2J2
ENST00000347404,KITLG
ENST00000347454,EIF2B4
ENST00000347529,EPB41
ENST00000347545,ARHGEF1
ENST00000347580,ADAM2
ENST00000347691,TRAPPC6B
ENST00000347735,ERC1
ENST00000347757,SSX5
ENST00000347785,CD5
ENST00000347925,KLHDC4
ENST00000347968,MBD1
ENST00000347970,TM2D3
ENST00000347978,FGF8
ENST00000348108,MYL6
ENST00000348120,RGS7
ENST00000348161,TOM1L1
ENST00000348411,FTSJ1
ENST00000348419,CNN2
ENST00000348427,IKZF3
ENST00000348520,KLC1
ENST00000348715,PAX8
ENST00000348729,SLC23A1
ENST00000348795,SNCG
ENST00000348849,RBMS1
ENST00000348962,PTPRO
ENST00000349264,B2M
ENST00000349305,ALDH8A1
ENST00000349339,CNBD2
ENST00000349431,UBE2J2
ENST00000349438,RHCE
ENST00000349459,PELI3
ENST00000349460,EPB41
ENST00000349553,CALB2
ENST00000349655,HNRNPDL
ENST00000349780,CDK5RAP2
ENST00000349792,PIP5K1A
ENST00000349926,CLEC7A
ENST00000349945,NFAT5
ENST00000350009,ADAM33
ENST00000350027,TAF1A
ENST00000350033,COPS7B
ENST00000350110,CNTN6
ENST00000350228,KCNC2
ENST00000350303,ACADVL
ENST00000350623,CASP2
ENST00000350761,INPP5K
ENST00000350811,CAMK2B
ENST00000350902,GRIN1
ENST00000351111,MRPL10
ENST00000351217,NPTN
ENST00000351293,CAMK2G
ENST00000351325,FXYD1
ENST00000351365,PQLC1
ENST00000351450,PPA2
ENST00000351513,DPYS
ENST00000351677,PTPN11
ENST00000351760,IAH1
ENST00000351898,SLC4A4
ENST00000351937,TRIM41
ENST00000351959,TNFRSF25
ENST00000352065,TCF7L2
ENST00000352301,HNRNPD
ENST00000352303,PSMD13
ENST00000352451,MYL1
ENST00000352594,CHIA
ENST00000352618,RAD51AP1
ENST00000352689,MKLN1
ENST00000352886,SHMT1
ENST00000352903,TEX9
ENST00000352983,RPL7
ENST00000353088,NSFL1C
ENST00000353151,CSN2
ENST00000353170,KLHDC4
ENST00000353185,CAMK2B
ENST00000353247,CASP1
ENST00000353275,WHSC1
ENST00000353319,PTPN2
ENST00000353341,HNRNPD
ENST00000353442,LMBR1
ENST00000353468,SIGMAR1
ENST00000353555,BSG
ENST00000353625,CAMK2B
ENST00000353676,RAB34
ENST00000353887,NF2
ENST00000353909,MBD1
ENST00000353963,SLC23A1
ENST00000354024,RASGRP2
ENST00000354026,PML
ENST00000354056,CDK2
ENST00000354191,BORCS8-MEF2B
ENST00000354204,KANSL3
ENST00000354276,PLA2G4C
ENST00000354286,PDDC1
ENST00000354291,DDX55
ENST00000354297,BPIFA1
ENST00000354352,SLC11A1
ENST00000354363,PRPF40A
ENST00000354436,NFAT5
ENST00000354452,TCF4
ENST00000354513,PDGFA
ENST00000354532,ARHGEF1
ENST00000354534,SCN8A
ENST00000354556,TP53I11
ENST00000354571,TWIST1
ENST00000354608,PTGER3
ENST00000354631,TRDMT1
ENST00000354656,ZNF44
ENST00000354662,LMO3
ENST00000354667,HNRNPA2B1
ENST00000354675,AKAP12
ENST00000354691,YY1AP1
ENST00000354811,RPL15
ENST00000354842,ARMCX4
ENST00000354870,BMP1
ENST00000354886,SLC38A6
ENST00000354932,BPIFA2
ENST00000354947,PIP4K2C
ENST00000354968,MYL4
ENST00000354980,ACAP3
ENST00000355016,H2BFM
ENST00000355125,BTBD7
ENST00000355133,SCN8A
ENST00000355193,KMT2C
ENST00000355219,CECR2
ENST00000355288,ANK3
ENST00000355329,MORN3
ENST00000355346,ITGB1BP1
ENST00000355396,SUSD1
ENST00000355446,ERC1
ENST00000355460,MBNL1
ENST00000355478,RIC8B
ENST00000355491,TXNL4A
ENST00000355496,PLEKHA4
ENST00000355520,OPHN1
ENST00000355594,ANKRD35
ENST00000355633,HOXA1
ENST00000355636,PMFBP1
ENST00000355638,ADAM11
ENST00000355705,PLGLB1
ENST00000355725,THOC2
ENST00000355733,ADD2
ENST00000355805,CSF2RA
ENST00000355839,MMS19
ENST00000355951,TCAF1
ENST00000355973,GABBR1
ENST00000356026,MMP23B
ENST00000356063,PHLDB1
ENST00000356073,TCF4
ENST00000356093,EPB41
ENST00000356178,ZNF527
ENST00000356180,DTD2
ENST00000356306,PAOX
ENST00000356348,KPNA5
ENST00000356386,BTN3A2
ENST00000356396,LSS
ENST00000356415,RAP1A
ENST00000356427,ATF7IP2
ENST00000356467,FAM168A
ENST00000356483,BAX
ENST00000356489,BCKDHB
ENST00000356518,ADAM33
ENST00000356534,CHRD
ENST00000356576,COG6
ENST00000356578,INS-IGF2
ENST00000356583,SPATA7
ENST00000356599,DTNB
ENST00000356609,SLC30A10
ENST00000356613,ARC
ENST00000356674,HNRNPA2B1
ENST00000356708,ATP5C1
ENST00000356731,HNRNPH1
ENST00000356799,RNF146
ENST00000356839,ACADVL
ENST00000356861,TNPO2
ENST00000356909,PARVG
ENST00000356955,ADAM15
ENST00000356970,CLCC1
ENST00000357036,ELN
ENST00000357048,CAPN10
ENST00000357052,RAB4B
ENST00000357105,ATRIP
ENST00000357116,KITLG
ENST00000357123,MCRS1
ENST00000357154,SPOCK3
ENST00000357155,MYBPHL
ENST00000357157,MCU
ENST00000357199,WFDC8
ENST00000357235,CDC42SE1
ENST00000357309,ZNF573
ENST00000357345,SYNJ1
ENST00000357384,RPRD1A
ENST00000357385,ANAPC11
ENST00000357390,MFN1
ENST00000357419,ABHD11
ENST00000357447,FRMD4A
ENST00000357457,COL4A3BP
ENST00000357464,PAPD5
ENST00000357472,MBNL1
ENST00000357490,COPS7B
ENST00000357505,N4BP2L2
ENST00000357508,C1orf228
ENST00000357520,BET1
ENST00000357537,GPALPP1
ENST00000357545,SPOCK3
ENST00000357563,SETD3
ENST00000357616,TAC3
ENST00000357668,ASAP1
ENST00000357720,TRMT1
ENST00000357743,GOLGA7
ENST00000357757,BCL2L11
ENST00000357874,MDM1
ENST00000357884,C19orf47
ENST00000357899,ZBTB44
ENST00000357936,DDC
ENST00000358049,KLK2
ENST00000358064,HIST4H4
ENST00000358071,RAD9B
ENST00000358079,THOC5
ENST00000358087,POTEE
ENST00000358094,KLF8
ENST00000358129,FHL2
ENST00000358170,CD46
ENST00000358193,LEXM
ENST00000358229,ENPP3
ENST00000358252,TNKS1BP1
ENST00000358355,USP20
ENST00000358373,GRM8
ENST00000358397,ESRP1
ENST00000358431,KIAA1671
ENST00000358543,FAM150A
ENST00000358552,NFIX
ENST00000358580,APBB3
ENST00000358597,CELF1
ENST00000358604,CBWD2
ENST00000358615,GYPE
ENST00000358654,SPECC1L-ADORA2A
ENST00000358656,ZNF707
ENST00000358678,MRPL42
ENST00000358700,ZNF23
ENST00000358707,CAMK2B
ENST00000358711,UCKL1
ENST00000358757,RP11-463D19.2
ENST00000358758,PRRT2
ENST00000358767,IQCH
ENST00000358788,MRPL19
ENST00000358855,NOL8
ENST00000358894,COL20A1
ENST00000358929,ELN
ENST00000358931,SIRT2
ENST00000358944,RBMY1E
ENST00000358954,AASS
ENST00000358971,SEPSECS
ENST00000359005,TRAPPC4
ENST00000359008,VTCN1
ENST00000359047,TRPM6
ENST00000359085,KIR2DL4
ENST00000359088,ST6GALNAC1
ENST00000359094,MAP2K6
ENST00000359156,CD163
ENST00000359158,ANKRD12
ENST00000359173,MAP3K15
ENST00000359208,DNTTIP2
ENST00000359244,FAM86C1
ENST00000359253,LINC00521
ENST00000359276,CTPS2
ENST00000359280,ADAM15
ENST00000359366,ATXN3
ENST00000359421,FAM92A1
ENST00000359422,LMBR1
ENST00000359454,LINC00238
ENST00000359479,SLC33A1
ENST00000359481,PLGLB2
ENST00000359486,TCF20
ENST00000359500,TBX1
ENST00000359551,SHARPIN
ENST00000359614,SDHAF2
ENST00000359624,CBS
ENST00000359712,ITGB1BP1
ENST00000359755,AKAP12
ENST00000359766,TLK1
ENST00000359822,MPDU1
ENST00000359865,MTCL1
ENST00000359867,CSNK1E
ENST00000359875,HHLA3
ENST00000359901,ANKRD36B
ENST00000359920,ARHGEF18
ENST00000359928,PML
ENST00000359944,NDUFB5
ENST00000359995,SRSF2
ENST00000360051,SEPT2
ENST00000360066,CDK18
ENST00000360105,NFIX
ENST00000360124,CYP2D6
ENST00000360132,CASP10
ENST00000360134,MAGED4B
ENST00000360156,SEPT6
ENST00000360190,CDK5RAP2
ENST00000360215,LHFPL5
ENST00000360238,CUEDC1
ENST00000360323,HLA-G
ENST00000360375,LRRCC1
ENST00000360382,SDHAF3
ENST00000360383,CDC16
ENST00000360415,CRCP
ENST00000360461,PLEKHG4
ENST00000360466,UBE2J2
ENST00000360495,CCDC144A
ENST00000360515,CDC42SE2
ENST00000360547,IL16
ENST00000360617,KLK3
ENST00000360635,ITGB1BP1
ENST00000360657,SLC17A3
ENST00000360666,ATG5
ENST00000360669,FAM153A
ENST00000360674,ADAM15
ENST00000360787,HNRNPA2B1
ENST00000360822,CDK5RAP2
ENST00000360830,RPS24
ENST00000360831,NLE1
ENST00000360862,NAA60
ENST00000360863,RGS22
ENST00000360868,NOL8
ENST00000360872,LAT
ENST00000360876,EIF3B
ENST00000360900,MTHFSD
ENST00000360986,CPZ
ENST00000361010,CALCA
ENST00000361046,RBMY1A1
ENST00000361078,PUM2
ENST00000361092,NMRK1
ENST00000361140,YY1AP1
ENST00000361148,ZWINT
ENST00000361150,OPA1
ENST00000361166,NF2
ENST00000361210,PTGER3
ENST00000361211,CSAG1
ENST00000361254,CD300LF
ENST00000361265,AJUBA
ENST00000361293,CHD1L
ENST00000361302,AGL
ENST00000361322,CAMK1G
ENST00000361330,NXF5
ENST00000361377,MOCS2
ENST00000361379,TNNI1
ENST00000361433,LRMP
ENST00000361452,NF2
ENST00000361466,MYBPC1
ENST00000361493,BCL2L11
ENST00000361510,OPA1
ENST00000361543,SGMS1
ENST00000361560,WNT8A
ENST00000361582,DZIP3
ENST00000361611,PSMB5
ENST00000361658,ULK2
ENST00000361660,TYW1
ENST00000361672,MSL3
ENST00000361676,NF2
ENST00000361680,WDR88
ENST00000361685,MYBPC1
ENST00000361703,SLC17A3
ENST00000361704,BRE
ENST00000361713,ANKRD30A
ENST00000361715,OPA1
ENST00000361756,RNF121
ENST00000361758,QKI
ENST00000361764,HHLA3
ENST00000361795,CELF4
ENST00000361803,ST6GAL2
ENST00000361828,OPA1
ENST00000361846,ST7L
ENST00000361871,MSRB1
ENST00000361904,CELF1
ENST00000361908,OPA1
ENST00000361922,MAG
ENST00000361924,GOLGA4
ENST00000361946,ZNF277
ENST00000362018,MTCP1
ENST00000362025,RAB3IP
ENST00000362026,SLC9B2
ENST00000362034,MRPL21
ENST00000362065,FAN1
ENST00000362066,FAM9B
ENST00000366093,GART
ENST00000366175,PSG5
ENST00000366212,PPP1R32
ENST00000366216,CSNK1E
ENST00000366353,DPF3
ENST00000366401,RAP1GAP2
ENST00000366501,ZNF669
ENST00000366504,ZNF695
ENST00000366533,C1orf101
ENST00000366545,PLD5
ENST00000366563,RGS7
ENST00000366632,DISC1
ENST00000366658,ARV1
ENST00000366690,RAB4A
ENST00000366792,PARP1
ENST00000366827,TCP10
ENST00000366835,TMEM63A
ENST00000366838,SRP9
ENST00000366839,SRP9
ENST00000366866,RPS6KA1
ENST00000366890,TAF1A
ENST00000366911,AGPAT4
ENST00000366913,MARC2
ENST00000366933,SPATA17
ENST00000367041,CD46
ENST00000367042,CD46
ENST00000367054,SOD2
ENST00000367055,SOD2
ENST00000367057,CR2
ENST00000367058,CR2
ENST00000367059,CR2
ENST00000367095,IL24
ENST00000367201,ETNK2
ENST00000367206,SOX5
ENST00000367222,OPTC
ENST00000367243,VIP
ENST00000367244,VIP
ENST00000367254,ADIPOR1
ENST00000367309,PHLDA3
ENST00000367311,PHLDA3
ENST00000367321,MTHFD1L
ENST00000367324,PKP1
ENST00000367335,IYD
ENST00000367339,ULBP3
ENST00000367341,RAET1L
ENST00000367351,ULBP2
ENST00000367361,RAET1G
ENST00000367380,PCMT1
ENST00000367402,NUP43
ENST00000367427,CFHR3
ENST00000367443,TROVE2
ENST00000367448,UCHL5
ENST00000367643,TEX35
ENST00000367667,RFWD2
ENST00000367677,MRPS14
ENST00000367760,PRRX1
ENST00000367775,SELE
ENST00000367776,SELE
ENST00000367777,SELE
ENST00000367784,MTFR2
ENST00000367786,SELP
ENST00000367812,MYB
ENST00000367814,MYB
ENST00000367829,SFT2D2
ENST00000367876,POGK
ENST00000367897,PBX1
ENST00000367918,SLC18B1
ENST00000367927,VNN3
ENST00000367932,RP11-565P22.6
ENST00000367935,C1orf111
ENST00000367972,FCGR2A
ENST00000368018,ARHGAP30
ENST00000368051,CD84
ENST00000368086,IGSF8
ENST00000368102,C1orf204
ENST00000368110,CRP
ENST00000368111,CRP
ENST00000368112,CRP
ENST00000368128,EPB41L2
ENST00000368138,PYHIN1
ENST00000368140,PYHIN1
ENST00000368161,CD1E
ENST00000368162,CD1E
ENST00000368164,CD1E
ENST00000368198,SH2D2A
ENST00000368199,SH2D2A
ENST00000368240,MEF2D
ENST00000368258,CCT3
ENST00000368262,CCT3
ENST00000368289,ECHDC1
ENST00000368291,ECHDC1
ENST00000368292,ECHDC1
ENST00000368295,ECHDC1
ENST00000368297,LMNA
ENST00000368393,MUC1
ENST00000368412,ADAM15
ENST00000368427,LENEP
ENST00000368594,INPP5A
ENST00000368644,GLRX3
ENST00000368664,WISP3
ENST00000368815,EDRF1
ENST00000368822,TDRKH
ENST00000368827,TDRKH
ENST00000368841,SNX27
ENST00000368864,RPF2
ENST00000368887,PSTK
ENST00000368888,PIP5K1A
ENST00000368890,PIP5K1A
ENST00000368900,CUZD1
ENST00000368901,CUZD1
ENST00000368964,SETDB1
ENST00000368979,SNX3
ENST00000368988,PLEKHA1
ENST00000369014,ENSA
ENST00000369016,ENSA
ENST00000369021,SCML4
ENST00000369023,NSMCE4A
ENST00000369051,TARS2
ENST00000369070,ATG5
ENST00000369075,SEC23IP
ENST00000369099,C1orf54
ENST00000369102,C1orf54
ENST00000369125,HACE1
ENST00000369137,GRIK2
ENST00000369138,GRIK2
ENST00000369214,PRDM13
ENST00000369220,CCNC
ENST00000369239,PNISR
ENST00000369254,KLHL32
ENST00000369272,FMO5
ENST00000369386,TCF7L2
ENST00000369395,TCF7L2
ENST00000369406,HMGCS2
ENST00000369441,WDR3
ENST00000369458,VTCN1
ENST00000369459,BRCC3
ENST00000369462,BRCC3
ENST00000369470,CD101
ENST00000369476,MTCP1
ENST00000369484,CMC4
ENST00000369535,NRAS
ENST00000369547,SYT6
ENST00000369550,DKC1
ENST00000369557,SLC35A1
ENST00000369615,MAGI3
ENST00000369627,SNX14
ENST00000369635,SNX14
ENST00000369694,SNAP91
ENST00000369709,RAP1A
ENST00000369744,CHI3L2
